row_id,user_id,user_state,user_manager
1,ba660c5f-7c56-4a69-b357-ac9985253384,False,lucas.sec@company.com
2,3182c154-4cb1-467e-bba8-2685518d677f,False,lucas.sec@company.com
3,06c1f809-cf4d-4c9b-8629-b572dfb76b2f,True,lucas.sec@company.com
4,2ef0ae3c-a7dd-4db0-a564-75ee05d09bd9,False,lucas.sec@company.com
5,2ddb841f-ed3f-436b-ba24-e2978cf3bf53,False,lucas.sec@company.com
6,95305b93-af10-4d6d-b0a8-f81a047b148b,True,lucas.sec@company.com
7,5bcb60f7-980f-4d01-ab7c-8ebf4c1898c8,True,lucas.sec@company.com
8,258489e6-2b19-4d52-84d1-3ebb14abea20,True,lucas.sec@company.com
9,fdcf1a8d-faee-4361-8483-d79ddcc30c53,False,lucas.sec@company.com
10,0815e63c-73d9-4155-8578-cf878ac73c10,False,lucas.sec@company.com
11,fef60dc4-2324-4a5e-9b36-40022f2b69fd,False,lucas.sec@company.com
12,f103f4ba-1e0e-4e1f-8736-d960a30a17ca,True,lucas.sec@company.com
13,73967080-cfd8-44fb-9d99-24f9b110e2bf,False,lucas.sec@company.com
14,3fea8086-4747-453b-8503-0f1b33cb7524,False,lucas.sec@company.com
15,46e8e9f3-16f7-4328-90e7-393c94bc5654,True,lucas.sec@company.com
16,83c05bae-788b-4e92-92fa-7cb2fe27ef6e,True,lucas.sec@company.com
17,20d179d9-9ead-4c87-8087-1f10ec4cb5e3,False,lucas.sec@company.com
18,5354d8e7-9c3b-47af-88fd-9aa90845877a,False,lucas.sec@company.com
19,fefeacc2-64d5-4060-beaa-591831a3d10f,False,lucas.sec@company.com
20,c6ee7cc3-3908-4be0-88f5-c4458dc07eef,False,lucas.sec@company.com
21,f25e5335-a055-40d2-b071-06c28695ef94,False,lucas.sec@company.com
22,ea85dd25-e22a-49db-9b78-babaacf4a081,True,lucas.sec@company.com
23,a236ccf4-ff7e-4830-93a5-8d45088e6e44,False,lucas.sec@company.com
24,a0599fc7-48bf-4b6d-b44f-68527d678935,True,lucas.sec@company.com
25,64a87529-a54f-4a44-bbea-d34357a15f31,False,lucas.sec@company.com
26,00473060-8d70-40cc-ae9e-b37bc1294720,False,lucas.sec@company.com
27,aa2319d8-6a68-486b-8488-41d28c8ccf68,False,lucas.sec@company.com
28,ca7adc94-c9ec-48b0-8196-911f38ef9bc3,False,lucas.sec@company.com
29,370b2f3f-9583-4265-9502-d81e6bb1ca76,True,lucas.sec@company.com
30,e8be5ef2-a4a5-4d1c-b35c-159bcd2db4f4,False,lucas.sec@company.com
31,15e2d67a-0fc4-49d8-914f-c29c2abd3db1,False,lucas.sec@company.com
32,6302c01b-06e3-46d5-99bf-ae62d1e20efe,False,lucas.sec@company.com
33,fa1f8888-628e-4397-961f-55bb44773a8a,False,lucas.sec@company.com
34,e0afc7ab-17fa-41fa-8dae-28c23072aa3e,True,lucas.sec@company.com
35,824a4917-2d64-47df-b65c-3cbadb52aef1,True,lucas.sec@company.com
36,4fe9ea45-14f9-4bca-8e1f-c3ac0fe28bcf,True,lucas.sec@company.com
37,f70d84f0-fbce-4bb4-9166-0657fdd635bd,False,lucas.sec@company.com
38,1f2fc64f-e42a-4b30-91ac-deb7be026344,True,lucas.sec@company.com
39,2880e081-3ac1-47e3-b018-4fdeffa38326,False,lucas.sec@company.com
40,2cfe59af-0e91-4fcf-8303-578a023fd5db,False,lucas.sec@company.com
41,c2798c85-30ec-4e5d-b8f4-adf57df54d54,False,lucas.sec@company.com
42,13c80de6-d145-4c06-b721-ad47797ded87,True,lucas.sec@company.com
43,94c24c3f-34f2-4531-8362-0b9dc109c673,False,lucas.sec@company.com
44,24bbad11-263a-49fd-b5c7-1bb8805ce626,False,lucas.sec@company.com
45,d0b2e478-4e5e-4d13-a112-08b0379820d4,False,lucas.sec@company.com
46,847431a5-2070-4be9-917b-38bbdde2db93,False,lucas.sec@company.com
47,301dd468-2a0c-4c0b-a888-391e90ca4ce1,True,lucas.sec@company.com
48,5b0a9fe7-e3ed-4961-905d-d71db742ba06,False,lucas.sec@company.com
49,703f1355-7fcc-4e30-9af2-1eed13fc4b97,True,lucas.sec@company.com
50,53ebad79-aef4-4789-aa97-ae11505503b4,True,lucas.sec@company.com
51,714a1c73-d5b5-453b-bb4a-545c4b2ac6a0,active,anna@company.com
52,5349e5cd-ed83-49a1-8b85-f7512820d374,active,anna@company.com
53,bc573a27-2f9f-4b3c-a892-ae8f21658c1d,active,anna@company.com
54,43e1fb65-c61b-40c8-9a74-ba7569fff032,active,anna@company.com
55,38644f5f-7200-4da8-a9ae-3960f7d51db9,active,anna@company.com
56,e4ad4c20-3d00-4689-a78b-4f6ee22ff61a,active,anna@company.com
57,05ea6093-b9ef-48ab-bc1c-3f8778a108f2,active,anna@company.com
58,8ab6d856-ed55-4f76-94b3-9d3f0bdac091,active,anna@company.com
59,e59767e4-fe15-4a8d-a106-064d9488932f,active,anna@company.com
60,b85ba2b4-83ce-44d5-ad7c-2ea29113f303,active,anna@company.com
61,b85f6ccf-bde4-477c-85b3-83644203e67c,active,anna@company.com
62,fe92c743-56be-45b9-9bad-b79ea02b8dea,active,anna@company.com
63,e78e2c25-57eb-4210-939b-2a3e6dc7945e,active,anna@company.com
64,36cdf526-11e7-4dd5-ad9c-21d15f5d95dc,active,anna@company.com
65,1f5609b5-8523-4f3a-bb55-072cd716abde,active,anna@company.com
66,1af7d153-1f0a-468a-88d1-00fadad984fc,active,anna@company.com
67,4fcbfd4c-6595-414b-a60b-a814f902dd17,active,anna@company.com
68,e436d5c4-7852-45f5-bf7e-1aace3a1ce75,active,anna@company.com
69,49960b80-6d88-48cb-b411-0d4788a179b7,active,anna@company.com
70,9021a83e-3d5e-422b-aaae-b1720e2620ae,active,anna@company.com
71,74246527-9097-4005-aae1-12dc83f26183,active,anna@company.com
72,655b7c36-a772-4e44-aef8-453231f37363,active,anna@company.com
73,9c5dde6b-1afd-4b40-9e01-2e2bbeb99ecc,active,anna@company.com
74,55af85d1-ad95-465a-a6da-c4a8cd798a8c,active,anna@company.com
75,5c791269-dc02-4f9a-a844-ced4ba13c43c,active,anna@company.com
76,3a2adf0b-f020-4491-9156-82bb9c09ad5e,active,anna@company.com
77,fa9dce2d-c82f-4279-91e7-23876e1d8493,active,anna@company.com
78,0551e9da-4f94-4ea2-9fbc-66b4937ab3b9,active,anna@company.com
79,1fc41089-bd71-4f95-907b-1751ea34d3c7,active,anna@company.com
80,abbdbfd8-86b1-4862-8788-71a699b850e8,active,anna@company.com
81,6dfe89a9-b545-4302-ad3a-c3d39a2232d5,active,anna@company.com
82,1eef1f5c-857b-4591-8b44-ca61763d13ab,active,anna@company.com
83,7d1a2542-e1f0-465e-beba-7d7429e34dba,active,anna@company.com
84,e6854090-a383-433e-a9fc-a131f4d791ce,active,anna@company.com
85,b1141b62-0984-4cf5-a940-9dc7456dc693,active,anna@company.com
86,6d13bd70-827b-47a4-9647-6af4e7f0b690,active,anna@company.com
87,db73c1f4-68cd-4092-8675-261bced046da,active,anna@company.com
88,d42b07f7-67ac-4197-bba3-b84dfde025da,active,anna@company.com
89,f24710f0-f6a6-4202-8fa1-8bf7dcb9746d,active,anna@company.com
90,61eacd74-c8be-4ac5-9b6d-830caf457944,active,anna@company.com
91,96356c5c-cd47-42cc-8c98-79629f2975d0,active,anna@company.com
92,4686cdd1-207b-4dba-afb1-72d33b57bcd8,active,anna@company.com
93,476b2999-9eb1-445a-a41f-18e7a22239eb,active,anna@company.com
94,9d1c8b33-d46b-4306-9269-43f899534913,active,anna@company.com
95,d6f19e03-cd54-4cb0-87bd-6e103c8fb8ca,active,anna@company.com
